repl1_input,repl1_high,repl1_med,repl1_low,repl2_input,repl2_high,repl2_med,repl2_low
8,9,4,16,0,0,0,0
171,168,196,430,202,195,197,635
54,73,67,117,21,13,14,84
158,150,148,279,258,256,196,793
85,80,109,121,0,0,0,0
8,9,12,29,0,0,0,0
431,376,392,1323,14,12,10,19
9,12,13,25,101,91,76,175
106,122,121,347,17,13,21,22
16,17,15,51,17,20,26,49
0,0,0,0,168,195,156,263
0,0,0,0,372,315,395,618
105,98,105,214,4,13,6,21
44,62,38,161,134,104,112,353
0,0,0,0,179,200,177,680
8,7,26,44,73,68,72,243
25,29,15,78,214,176,196,539
574,560,601,591,56,58,54,79
147,171,164,387,86,63,74,146
202,179,227,598,25,28,27,28
85,73,110,314,0,0,0,0
451,502,400,1081,291,283,202,921
121,100,140,441,568,494,660,1163
316,302,266,616,0,0,0,0
69,73,97,179,311,294,324,265
2,0,0,4,73,67,62,134
0,0,0,0,0,0,0,2
26,34,18,38,102,96,72,157
68,64,88,308,285,274,350,1063
0,0,0,1,99,83,73,177
9,22,17,26,5,7,8,21
3,10,3,14,24,17,12,43
320,337,285,1248,23,36,24,58
107,124,77,369,141,131,119,435
26,18,23,74,7,9,9,10
104,106,114,310,74,67,54,175
32,36,35,87,4,10,7,10
19,22,17,58,64,62,61,101
143,127,183,250,72,73,78,197
225,256,248,132,330,272,342,1484
5,3,2,10,5,2,1,11
189,181,191,326,375,360,403,755
3,5,6,3,87,80,84,335
89,80,80,199,114,92,151,240
15,9,8,30,521,536,494,1464
3,4,2,19,49,40,38,118
36,31,32,64,3,5,6,22
136,116,130,331,14,18,16,53
46,53,40,97,24,29,31,25
18,19,16,33,0,0,0,0
65,63,49,39,186,185,161,603
0,0,2,7,46,28,52,109
0,0,0,0,113,78,138,264
0,1,0,1,0,7,4,2
68,52,56,290,319,292,389,659
83,66,56,224,675,571,563,1626
167,156,157,372,35,32,35,100
0,0,0,0,238,206,179,981
408,403,410,1152,60,71,50,237
27,51,28,41,802,976,721,1776
0,0,0,0,208,159,255,428
148,155,104,326,129,143,119,212
11,21,9,21,282,271,258,604
135,129,130,228,14,16,26,61
5,12,9,30,781,758,760,1437
62,83,52,206,63,60,49,148
100,103,77,186,225,183,214,454
363,306,302,584,7,4,1,3
1,0,0,1,59,64,48,246
0,0,0,0,34,27,37,86
2,2,0,1,26,26,26,20
173,225,204,410,82,71,79,203
38,66,45,140,8,8,9,19
26,25,35,47,36,45,41,86
65,87,58,119,7,16,15,22
64,74,87,174,0,0,0,0
39,27,26,174,8,9,9,12
10,20,14,51,64,60,53,225
219,171,207,900,66,71,40,197
27,19,19,33,154,140,146,341
0,2,5,4,164,198,226,566
243,270,200,775,191,192,153,458
155,136,110,120,37,27,28,71
0,3,1,4,64,67,64,251
215,183,189,461,10,4,7,15
48,58,51,118,1,0,1,0
12,14,6,7,0,0,0,0
0,1,3,6,210,188,202,386
45,45,47,206,104,93,129,173
117,129,128,157,1,2,2,3
0,0,0,0,208,225,173,598
17,17,15,49,5,7,9,27
15,12,13,31,542,473,600,784
134,123,126,367,85,93,71,66
0,0,0,0,6,8,6,7
18,18,15,19,382,397,354,870
2,4,2,7,0,0,0,0
1,3,0,4,70,82,70,229
81,78,86,163,434,465,486,770
136,157,148,288,420,377,350,1333
253,251,220,615,19,16,19,52
0,0,0,0,0,0,0,0
47,50,44,79,12,12,14,33
225,288,159,868,31,26,21,87
328,294,286,886,34,34,30,71
22,26,26,107,111,115,87,205
90,113,107,145,26,20,22,67
1,1,2,16,261,246,231,1022
0,1,0,2,17,19,14,42
48,41,42,96,11,11,15,47
5,6,2,6,37,30,56,89
2,4,2,5,0,2,0,4
82,84,86,149,175,173,157,386
73,78,64,299,224,214,246,647
590,546,603,1848,203,183,201,918
49,53,40,121,0,2,0,0
19,29,23,48,0,0,0,0
104,120,93,268,0,0,0,0
0,0,0,0,30,37,31,118
663,581,682,2737,86,76,78,99
2,0,1,6,81,80,60,163
15,20,22,63,273,272,245,696
843,767,949,1578,47,48,48,105
76,72,104,82,14,12,17,17
275,279,244,561,19,13,14,27
34,34,47,121,0,0,0,0
136,140,155,206,40,35,31,91
66,48,61,237,24,47,35,59
12,8,19,30,660,719,553,866
4,4,1,17,1,3,0,11
78,69,67,142,33,23,20,53
0,0,0,0,507,515,506,1406
21,19,32,98,27,36,34,67
2,6,7,10,65,78,72,142
112,83,109,197,91,98,91,302
58,61,37,165,0,0,1,2
0,0,0,0,21,14,19,28
419,408,355,677,14,10,15,32
105,134,104,181,26,19,16,41
14,9,13,46,4,4,7,16
122,105,133,206,12,19,9,11
30,24,21,59,82,77,70,275
80,58,89,484,224,184,206,724
171,157,187,498,94,65,81,251
34,31,33,75,45,51,46,159
21,18,25,37,91,88,83,201
129,130,145,196,271,272,267,573
296,285,253,387,5,8,5,9
26,33,34,156,95,107,90,152
32,39,50,168,82,76,67,387
114,109,171,351,0,1,0,1
4,11,3,9,20,33,36,55
49,40,52,56,3,2,2,20
33,47,49,44,98,113,115,391
172,147,222,447,58,62,52,158
7,6,6,11,306,327,326,692
150,124,103,122,61,55,61,264
254,195,250,674,118,119,155,208
196,174,155,662,0,0,0,0
2,0,0,9,137,165,150,342
126,84,111,312,21,19,18,59
117,131,106,285,289,282,321,548
265,255,215,1062,23,28,24,33
61,64,59,41,0,0,0,0
28,33,22,52,508,535,521,1296
34,34,30,78,0,0,0,0
25,37,16,6,66,82,60,91
264,255,238,32,340,356,309,256
23,9,23,23,149,159,150,105
59,54,61,17,220,232,253,45
1,0,1,0,197,211,201,359
19,13,10,27,25,41,28,5
18,16,18,14,750,786,826,441
240,306,291,101,65,70,75,24
199,172,189,44,15,20,18,44
47,54,51,23,19,17,10,0
221,226,232,126,250,267,195,60
0,0,0,0,33,27,40,16
166,180,132,171,252,265,239,28
16,21,22,26,124,143,128,151
68,95,78,245,223,242,196,145
152,178,119,243,102,106,97,113
33,25,33,8,85,82,87,51
0,0,0,0,48,50,74,26
32,34,22,30,0,0,0,0
16,20,15,18,18,15,24,3
562,467,505,631,55,51,64,19
12,13,12,4,206,213,193,153
133,138,139,81,59,64,76,33
52,67,52,86,7,18,9,22
494,502,541,719,43,45,43,186
0,0,0,0,63,53,64,73
132,151,128,322,78,99,77,123
15,20,28,61,0,0,0,0
11,6,12,15,389,391,375,726
0,0,0,0,112,133,105,275
330,278,356,1039,19,17,19,58
58,37,55,87,168,159,187,678
98,91,108,95,88,102,74,519
9,8,11,19,30,36,34,85
83,96,66,153,0,0,0,0
108,113,131,338,0,0,0,0
0,0,0,0,129,180,115,194
0,0,0,0,203,221,212,679
10,3,2,14,29,24,33,52
0,0,0,0,515,459,547,1047
39,52,41,92,16,17,27,39
0,0,0,0,311,273,350,960
17,13,17,20,7,11,8,2
62,60,69,144,293,231,313,785
117,68,124,233,14,19,13,45
786,760,734,1258,38,36,51,162
43,40,42,136,180,124,194,295
110,97,89,147,296,294,348,950
463,489,448,998,15,9,7,20
185,200,207,521,41,40,28,93
58,45,45,98,298,284,221,897
0,0,0,0,10,8,4,20
9,18,17,22,38,36,44,30
44,43,61,110,6,5,7,18
165,152,196,345,133,109,135,293
104,129,102,452,487,497,475,965
79,56,77,175,6,4,7,22
8,8,6,6,33,40,27,59
58,71,80,198,8,8,5,12
139,132,140,370,67,73,60,294
0,0,0,0,93,80,106,195
183,203,162,291,31,40,31,60
0,0,0,0,631,695,512,1065
18,17,20,30,7,10,5,15
104,94,91,238,98,76,76,185
15,19,14,76,271,218,250,802
263,234,263,1218,2,1,1,9
0,0,0,0,0,0,0,0
79,75,85,254,144,137,163,369
20,20,13,30,63,53,48,170
28,22,30,50,312,289,268,869
13,14,10,14,45,55,51,43
138,135,126,262,57,59,74,156
140,130,112,214,597,616,608,747
5,8,7,27,175,204,146,435
284,248,266,660,83,74,57,156
14,22,6,67,145,172,108,471
111,98,102,366,0,0,0,0
96,95,80,124,267,263,272,492
76,85,71,377,111,103,111,171
59,56,64,154,102,93,87,388
206,190,169,372,7,6,2,5
68,59,55,211,130,118,94,279
117,112,113,252,3,1,2,3
294,269,338,543,34,17,24,126
91,83,84,198,5,2,11,6
33,13,22,27,53,45,53,91
0,0,0,0,347,305,351,820
0,0,0,0,24,28,47,31
10,11,9,23,0,0,0,0
0,0,0,0,97,98,100,302
3,4,2,8,269,290,252,1142
17,13,25,31,618,575,636,889
65,53,61,89,10,11,12,19
0,0,0,0,0,0,0,0
14,14,19,30,204,189,157,564
0,2,3,7,221,226,179,523
444,381,503,972,419,445,309,542
84,62,81,190,92,90,124,278
203,188,222,572,190,199,216,242
502,543,455,930,179,178,114,510
129,166,73,278,5,2,3,8
93,83,96,142,205,188,177,648
73,70,62,67,42,42,44,75
83,89,105,149,141,115,133,273
3,4,4,16,105,107,112,142
407,371,424,789,64,66,72,145
238,260,208,257,222,197,204,309
124,126,110,235,1,0,2,5
28,26,28,132,26,31,25,55
48,51,61,89,26,28,21,43
0,0,0,0,163,157,176,493
67,66,83,220,186,172,215,679
1,2,3,1,23,22,27,31
67,54,43,133,20,24,23,21
430,416,363,499,0,1,0,3
91,89,100,284,98,79,87,277
88,68,74,147,386,332,374,404
16,15,12,58,15,15,12,32
67,63,55,202,34,25,32,55
18,19,25,46,73,90,80,130
10,8,8,16,10,17,12,23
0,0,0,0,0,2,2,2
52,36,32,154,46,56,50,174
0,0,0,0,11,4,3,23
28,39,34,63,11,17,5,24
195,152,189,514,459,482,430,649
16,6,13,32,8,3,8,9
143,114,129,759,393,458,292,660
0,0,0,0,6,3,3,3
1,0,1,2,3,0,1,10
144,125,143,443,36,38,36,114
0,0,0,0,485,439,492,1128
22,30,12,92,190,185,188,431
131,120,143,165,279,230,243,413
246,263,214,556,355,407,307,651
8,8,5,23,135,159,140,137
0,0,0,0,42,27,42,96
244,254,223,455,15,10,6,23
51,45,53,56,4,3,3,10
56,51,48,126,0,0,0,2
174,160,163,501,20,23,15,37
90,94,75,122,40,43,50,158
247,223,256,862,0,0,0,0
25,22,17,26,34,51,44,161
0,0,0,0,11,7,19,36
122,102,102,283,0,0,0,0
9,10,4,11,0,0,0,0
0,0,0,0,82,75,74,172
164,153,135,343,152,139,144,459
114,84,88,295,20,25,15,32
93,89,83,281,0,0,0,0
247,203,198,648,1,1,0,10
47,29,46,99,113,122,117,284
8,4,4,6,65,57,50,147
278,228,265,558,74,70,93,213
105,125,130,270,94,81,74,367
57,64,45,70,22,31,31,28
37,30,25,157,87,88,98,146
19,15,15,65,18,14,19,42
16,18,15,27,89,91,89,252
19,20,25,16,5,5,1,12
64,65,62,94,41,38,50,174
59,68,48,177,9,17,7,22
75,108,71,113,469,414,433,1791
50,52,61,208,13,5,18,26
328,310,316,322,0,0,0,0
24,32,22,35,48,33,23,82
49,50,31,75,60,60,52,80
36,56,29,19,2,3,2,0
12,12,9,3,383,393,398,391
37,36,26,20,51,46,61,27
279,279,358,81,156,142,127,181
27,28,24,17,195,165,221,101
120,138,103,159,318,279,420,46
71,61,94,33,0,0,0,0
0,0,0,0,6,6,9,14
44,58,77,23,158,194,196,262
15,13,19,16,9,7,4,19
0,0,0,0,324,336,316,91
48,55,51,37,204,207,241,107
10,12,10,7,108,106,116,81
262,244,266,246,33,21,15,56
0,0,0,0,57,49,45,23
82,105,98,25,30,14,22,16
145,122,162,64,0,0,0,1
313,306,339,205,133,94,130,57
243,251,267,197,21,21,15,1
133,149,121,34,10,6,6,5
307,343,263,412,10,16,14,5
0,0,0,0,47,65,27,25
690,671,689,692,17,20,19,3
35,27,21,1,89,55,113,16
22,23,17,6,0,0,0,0
5,9,6,0,265,278,266,120
23,20,20,3,0,0,0,0
10,8,11,20,56,69,78,7
0,0,0,0,279,308,271,476
81,81,71,136,8,7,3,6
456,477,410,151,0,0,0,0
0,0,0,0,5,2,2,2
0,0,0,0,21,17,25,12
1,2,3,1,76,50,85,42
239,225,275,73,85,71,99,59
0,0,0,0,112,146,121,81
1,0,0,0,0,3,2,0
200,237,178,30,0,0,0,0
71,81,56,105,0,0,0,0
51,45,45,21,334,348,328,116
172,176,124,69,12,11,12,4
35,26,54,6,145,134,170,22
395,351,450,156,3,4,2,0
0,1,1,0,80,87,74,18
12,22,9,2,42,44,49,19
498,592,466,572,6,8,6,8
0,0,0,0,6,1,3,9
7,14,13,2,4,3,12,4
94,67,74,29,171,215,171,29
64,63,53,13,79,52,65,26
78,70,48,101,1,2,1,0
249,228,263,171,8,12,14,2
165,171,171,15,1,3,4,2
224,207,265,134,5,5,12,1
127,102,146,126,153,168,134,120
377,341,339,432,86,109,67,77
15,21,12,9,161,156,165,204
137,140,163,64,405,379,455,287
34,45,23,42,48,54,59,19
106,130,86,62,21,24,23,3
176,185,157,59,0,0,0,0
255,251,286,182,28,30,38,35
48,33,45,67,51,41,53,41
132,148,161,11,45,48,49,36
54,62,51,3,394,330,382,137
0,0,0,0,5,9,7,19
213,226,183,98,230,298,185,83
21,31,27,4,136,105,102,10
40,50,31,10,56,44,45,15
118,126,112,25,511,524,541,238
18,10,14,1,68,64,85,27
2,1,4,3,13,9,14,3
112,146,112,55,254,255,247,183
1,1,3,2,41,38,43,57
14,13,7,4,186,234,217,59
88,81,62,96,10,11,10,2
4,1,3,2,464,528,386,336
186,167,195,222,19,22,20,22
120,157,119,283,103,104,106,9
322,302,342,96,1,3,5,0
80,89,65,46,52,61,47,50
81,88,77,38,122,119,147,67
19,8,21,6,51,52,39,13
77,63,68,20,31,39,46,43
0,0,0,0,61,41,64,66
208,218,179,99,480,392,524,374
48,59,40,7,117,128,125,13
14,10,21,6,0,0,0,0
1,0,0,0,0,0,2,0
244,206,236,114,290,227,270,114
253,255,237,384,270,214,305,163
18,24,20,12,10,10,14,1
67,77,76,56,107,119,88,81
126,130,138,57,31,32,23,17
0,0,0,0,4,3,0,1
46,57,21,1,19,21,8,19
26,21,21,18,192,133,196,164
61,80,66,20,1,0,1,1
65,68,59,13,128,128,166,183
88,72,114,50,289,292,214,77
81,89,56,41,120,160,151,73
26,31,21,10,5,7,10,3
11,14,13,6,21,32,34,10
8,14,20,4,54,67,96,29
156,161,157,18,82,77,75,203
29,40,21,18,20,14,15,10
14,6,9,14,43,55,45,70
230,192,251,106,126,112,96,214
1,0,0,0,33,52,46,24
259,243,327,38,463,490,478,331
198,163,253,223,251,207,265,140
68,64,60,35,581,504,625,441
553,536,579,10,5,4,12,6
62,71,87,75,0,0,0,0
0,0,0,0,0,0,0,0
40,43,41,3,190,202,182,305
7,22,9,12,5,5,3,2
15,8,12,12,16,19,34,2
6,2,9,1,63,44,54,12
88,99,71,147,185,157,172,232
4,7,7,2,266,278,265,28
250,257,253,183,1283,1288,1219,2867
4,4,5,0,15,16,17,8
30,36,18,8,2,1,1,1
309,227,442,342,168,203,143,245
29,28,37,33,5,9,9,19
139,130,128,24,451,500,483,416
392,364,341,150,0,0,0,0
26,27,31,13,452,490,372,354
99,103,99,118,15,16,13,15
372,373,322,65,0,0,0,0
5,8,8,5,89,109,101,165
481,540,401,260,221,207,153,194
52,56,64,41,65,46,54,40
77,83,84,83,14,21,10,15
1,1,6,1,12,8,8,1
70,75,83,23,7,4,6,2
43,52,37,12,0,0,0,0
0,0,0,0,748,796,686,42
75,75,66,9,101,103,79,143
0,0,0,0,0,0,0,0
140,132,157,195,166,174,180,47
8,6,1,2,5,3,2,10
92,110,113,68,44,41,40,17
0,0,0,0,61,54,70,85
91,89,94,8,93,98,85,6
272,296,245,77,0,0,0,0
72,67,74,1,132,108,118,49
99,120,90,16,50,41,46,22
96,98,85,13,126,118,127,47
54,79,58,40,121,143,123,21
638,590,773,315,34,37,36,22
6,3,0,2,100,101,79,135
54,59,51,181,52,50,60,39
80,69,69,13,159,180,142,10
18,11,16,7,151,140,174,39
0,0,0,0,3,1,3,3
223,246,232,68,114,151,129,35
45,39,58,13,149,170,145,70
120,153,115,38,464,466,490,557
74,69,57,48,0,0,0,0
16,24,21,11,3,4,1,1
0,1,0,1,248,287,271,102
21,24,18,9,16,15,7,10
37,44,44,63,272,311,244,330
231,231,226,158,272,241,274,126
1,0,0,0,16,12,15,46
49,46,34,52,203,182,221,42
33,29,38,16,85,95,76,37
23,22,25,4,0,0,0,0
86,105,78,21,10,13,16,12
18,32,34,19,57,59,52,26
17,18,14,37,256,263,262,226
26,18,17,3,35,29,31,15
26,31,30,31,147,169,133,304
0,0,0,0,0,0,0,0
125,154,118,55,78,77,67,44
129,116,157,106,64,77,53,2
9,14,11,2,75,87,57,27
139,140,110,128,8,7,10,4
151,160,139,48,0,0,0,0
191,160,209,22,0,0,0,0
23,25,23,16,0,1,1,1
399,508,354,254,13,13,16,11
304,271,356,825,22,25,15,3
178,205,137,35,61,53,67,55
0,0,0,0,6,6,6,10
94,122,109,29,146,139,145,45
21,25,24,17,0,0,0,0
14,14,13,0,41,36,31,26
13,13,17,9,5,9,7,0
28,32,17,3,341,298,394,246
0,0,0,0,88,111,85,106
61,74,54,13,10,10,6,7
0,0,0,0,58,47,39,1
5,3,9,2,130,128,122,159
11,10,8,5,37,45,36,3
117,119,137,129,114,121,106,18
1,4,1,10,32,43,19,7
60,64,68,30,0,0,0,0
273,316,274,308,542,589,565,418
380,395,401,19,1,0,0,1
6,12,7,2,234,234,312,151
32,35,20,9,1,0,0,0
58,51,40,21,35,30,24,57
79,78,73,33,134,98,128,241
71,66,80,59,8,11,13,5
1,3,4,1,1,5,3,9
519,664,534,39,14,19,17,1
0,0,0,0,0,0,3,1
193,225,157,79,0,0,0,0
23,22,14,41,0,0,0,0
304,311,273,90,0,0,0,0
0,0,0,0,153,139,149,81
0,0,0,0,36,51,37,34
315,246,354,580,122,122,128,76
0,0,0,0,131,141,122,84
3,5,8,0,52,53,57,11
409,481,334,140,0,0,0,0
42,29,32,2,33,25,22,38
67,62,92,14,154,199,146,86
218,197,235,236,211,208,168,174
45,54,40,42,0,0,0,0
209,230,199,44,512,542,438,46
14,12,17,0,387,345,430,429
0,0,0,0,220,185,240,134
174,220,178,51,0,0,1,1
23,34,26,8,54,55,40,18
18,19,10,10,88,84,80,27
15,15,13,4,2,1,1,2
0,0,0,0,12,12,7,11
3,4,3,4,116,99,135,58
16,18,20,19,2,0,2,0
178,178,171,53,198,186,185,58
386,446,406,215,6,8,5,6
155,151,152,11,19,20,11,19
49,52,38,35,0,0,0,0
25,16,27,9,189,164,206,51
179,168,147,242,53,52,44,22
36,34,52,42,13,5,12,1
33,44,51,33,66,48,56,2
237,173,276,231,72,65,72,27
301,319,314,166,114,99,100,63
2,3,6,2,42,46,40,2
14,23,25,13,30,17,24,10
0,0,0,0,152,132,153,19
111,113,93,102,215,237,193,158
339,388,269,70,66,68,58,19
146,136,136,309,3,7,4,0
84,69,88,9,288,243,329,82
24,13,28,21,17,17,17,2
99,84,110,80,4,1,2,1
48,51,71,85,44,33,40,27
66,89,64,19,0,0,0,0
106,119,104,74,65,78,51,115
4,2,1,0,314,288,360,49
163,172,140,31,338,335,375,38
8,8,17,4,41,51,52,11
38,51,50,21,190,217,186,126
143,135,167,57,31,33,36,8
149,110,140,193,0,0,0,0
116,111,110,61,21,10,16,12
144,118,115,53,295,310,303,613
228,201,231,292,3,9,4,1
46,33,43,21,571,677,463,548
5,5,4,1,404,426,380,49
463,457,398,400,1,1,4,1
29,32,35,13,41,32,33,4
107,86,127,136,0,0,0,0
9,6,10,8,303,365,266,62
17,12,8,3,410,367,430,209
0,0,0,0,30,32,31,50
95,103,116,20,110,115,85,59
0,0,0,0,59,52,43,25
486,349,649,1126,75,67,62,196
8,5,10,6,19,22,15,8
213,204,169,37,17,13,16,0
22,20,10,25,11,9,11,5
62,70,60,20,95,102,76,8
0,0,0,0,613,651,660,145
189,189,195,66,85,68,82,46
63,56,95,48,0,0,0,0
39,40,53,9,34,28,25,20
0,0,0,0,639,813,522,96
329,277,357,283,0,0,2,1
303,294,332,98,38,52,63,49
268,242,303,22,267,288,326,345
13,7,7,3,3,2,5,0
0,0,0,0,8,17,16,0
3,0,1,0,106,97,98,96
173,209,152,119,113,136,94,233
92,74,119,11,16,9,13,8
90,90,88,18,17,17,19,23
133,135,139,0,0,0,3,0
43,39,40,12,3,1,1,1
57,68,43,1,4,5,0,2
0,0,0,0,205,247,161,14
26,16,27,0,18,23,24,26
9,19,13,12,0,0,0,0
11,8,14,4,109,99,76,35
5,2,2,0,589,684,504,632
39,42,25,23,1,1,1,2
251,242,236,283,4,7,5,0
0,0,0,0,160,149,133,83
93,104,119,16,2,2,3,0
40,40,32,29,152,155,170,69
0,0,0,0,7,12,9,1
134,125,144,113,3,2,4,4
128,145,114,36,98,98,119,5
27,21,27,3,0,4,2,2
311,275,355,149,2,0,1,1
321,315,317,316,194,176,172,29
63,66,47,36,8,7,9,2
115,127,120,51,0,0,0,0
236,224,257,191,178,162,180,72
2,6,6,1,671,593,604,521
69,64,64,7,91,63,75,111
131,119,153,233,1,2,0,0
22,31,30,2,174,165,167,70
0,0,0,0,190,138,243,130
102,82,83,84,49,53,42,15
8,17,9,9,21,34,19,37
78,68,91,15,30,36,43,12
30,32,37,21,86,98,103,19
100,85,91,55,162,185,171,91
2,2,5,0,0,0,0,0
0,0,0,0,186,175,192,39
501,529,522,22,28,35,27,25
3,9,7,7,19,26,23,1
897,908,887,248,0,2,4,0
133,111,99,50,60,53,68,13
0,0,0,0,22,27,35,28
16,15,16,0,73,68,86,31
0,0,0,0,17,26,21,23
0,1,0,0,3,4,10,4
239,247,218,315,29,28,21,21
80,62,72,21,58,55,69,10
146,149,141,215,134,129,127,327
0,0,0,0,46,49,51,195
27,22,16,90,197,211,222,274
194,173,197,475,54,62,58,91
224,195,191,131,30,33,30,75
19,20,23,18,7,10,13,54
39,40,19,95,38,41,41,117
161,159,136,330,0,0,0,0
0,5,0,3,6,9,11,21
42,50,51,92,40,45,53,52
9,9,7,40,431,443,406,1290
140,137,137,281,0,0,0,0
220,194,231,398,283,283,271,591
177,186,204,330,12,10,7,16
77,95,56,95,0,0,0,0
113,105,119,162,4,5,5,5
10,6,6,27,0,0,0,0
2,2,0,17,86,80,83,201
494,539,376,1077,13,13,17,24
69,84,65,110,36,33,21,78
17,18,14,24,126,106,147,210
20,16,18,20,57,35,49,94
0,0,0,0,32,33,44,45
4,5,7,13,154,163,142,334
291,293,244,343,72,68,66,169
106,118,102,113,0,1,0,0
76,96,77,95,76,71,86,69
197,204,201,361,47,35,35,175
82,64,90,105,2,7,2,20
97,97,65,79,391,386,364,807
62,56,31,202,20,15,20,49
84,84,114,107,33,30,23,26
69,71,78,26,42,56,41,21
57,61,47,44,71,76,88,5
197,220,222,298,387,371,382,122
0,0,0,0,123,129,94,75
0,0,0,0,6,5,4,0
0,0,0,0,138,122,109,196
0,0,0,0,48,54,58,63
88,92,74,146,62,81,62,31
10,14,21,4,0,0,0,0
73,95,65,29,12,19,10,12
89,106,109,32,0,0,0,0
0,0,0,0,0,0,1,0
35,37,40,2,38,38,44,122
62,52,65,54,94,91,99,48
8,11,10,29,0,0,0,0
112,98,118,170,102,104,127,159
45,64,49,133,0,0,0,0
22,31,26,27,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,375,437,304,733
127,112,120,462,73,58,55,154
83,90,75,217,117,115,141,275
1,0,2,0,179,187,128,321
0,0,0,0,40,43,51,96
134,143,120,439,16,15,6,18
20,36,34,58,44,40,49,100
0,0,0,0,0,0,0,0
214,185,174,198,107,80,124,336
329,348,344,614,22,20,26,44
79,74,76,84,142,89,159,98
49,45,44,68,82,61,92,128
559,483,516,1480,8,15,14,13
83,59,91,195,51,41,26,121
135,82,126,312,0,0,0,0
21,30,32,38,90,86,126,90
263,219,243,859,191,179,196,684
3,3,4,17,4,4,8,10
73,66,84,137,249,193,293,708
137,152,148,343,153,167,177,189
304,295,294,387,27,30,33,40
98,93,90,83,406,525,265,255
29,24,27,75,209,208,197,402
207,225,209,350,93,100,86,271
100,109,135,123,0,0,0,0
0,0,0,0,62,52,50,146
75,44,78,134,0,0,0,0
171,175,129,290,71,72,73,200
0,0,0,0,177,217,147,427
84,87,92,242,162,121,151,388
64,69,69,32,165,164,128,315
2,3,6,15,233,234,230,295
265,257,259,531,7,10,11,39
0,0,0,0,389,399,357,1161
376,324,347,589,0,1,1,1
20,19,14,43,354,380,361,469
18,10,8,31,29,31,26,82
0,0,0,0,15,20,17,28
78,76,80,75,101,136,113,62
0,0,0,1,5,9,12,35
77,67,67,156,69,75,64,177
78,75,70,131,356,338,362,576
83,77,95,169,0,0,0,0
113,93,120,363,3,1,3,6
0,0,0,0,3,4,7,12
188,155,213,277,312,350,312,327
93,84,95,102,154,132,171,650
8,5,14,10,206,197,198,217
29,24,24,38,5,3,5,7
190,177,213,410,2,5,5,9
247,243,236,305,332,422,320,420
13,5,11,14,34,44,27,72
33,28,34,46,204,173,193,575
607,647,630,1146,33,28,31,59
193,222,222,346,0,0,0,0
189,194,191,365,267,259,277,1119
154,161,120,269,313,311,222,910
183,168,175,269,23,25,32,86
20,25,19,95,151,109,149,351
7,11,5,13,180,163,163,407
645,712,619,623,273,248,304,437
47,56,64,106,78,95,84,181
426,348,407,1542,74,76,73,76
109,148,81,153,95,69,105,142
130,141,117,316,6,4,4,19
41,47,42,42,345,348,267,781
28,21,31,71,99,117,108,151
0,0,0,0,145,121,141,240
95,67,87,80,135,158,122,386
159,206,115,137,194,188,146,398
821,789,814,2642,543,593,424,706
105,119,126,204,74,72,80,157
87,69,95,124,0,0,0,0
23,18,34,53,0,0,0,0
2,2,3,2,40,55,45,110
208,226,188,587,338,305,363,738
94,79,92,79,58,40,40,124
111,122,123,177,221,200,255,579
181,128,129,612,32,29,29,25
45,25,25,69,49,70,65,76
1,1,2,7,0,0,0,0
112,107,116,479,64,75,87,162
56,51,65,117,0,0,0,0
480,394,546,1086,8,5,11,18
3,7,9,12,67,68,81,108
4,1,1,2,3,7,2,4
18,18,20,40,30,39,31,37
66,62,89,96,94,110,112,96
375,355,345,972,36,52,29,72
0,2,0,0,3,3,3,21
14,16,15,24,141,124,143,138
9,13,9,13,134,128,136,163
60,83,67,72,15,12,21,29
103,107,110,189,21,19,19,27
3,2,1,2,4,5,2,19
0,0,0,0,208,215,219,170
7,11,11,11,40,33,33,9
31,20,29,12,134,148,106,26
526,535,525,188,53,41,44,21
0,0,0,0,35,28,31,32
3,4,10,2,38,34,21,31
0,0,0,0,13,6,10,8
0,0,0,0,8,9,11,25
101,102,102,31,91,99,99,61
12,13,10,16,142,148,139,8
0,0,0,0,89,98,93,48
0,0,0,0,34,31,37,28
23,28,36,7,11,19,27,6
33,24,31,29,14,18,22,18
50,33,43,36,0,3,2,3
76,100,77,51,8,9,13,4
0,0,0,0,97,111,79,160
0,0,0,0,31,27,27,22
53,53,59,12,7,5,5,3
12,20,5,10,0,0,0,0
41,32,25,32,0,0,0,0
0,0,0,0,319,259,335,147
48,31,50,8,257,274,256,143
1,3,2,2,1,1,0,1
144,163,124,14,430,444,474,311
0,0,0,0,152,189,142,40
28,31,19,8,0,0,0,0
11,8,9,12,99,95,100,121
27,27,20,24,234,277,215,61
159,102,207,169,43,37,32,32
301,316,303,299,88,64,84,71
17,16,25,2,1,4,2,0
66,65,76,38,65,65,74,27
165,140,144,615,0,0,0,0
43,39,37,20,27,28,19,19
59,52,63,131,118,110,129,96
208,217,158,73,14,20,22,7
78,64,88,19,0,0,0,0
26,38,33,17,77,107,90,66
26,53,44,19,570,441,585,209
320,379,316,563,87,102,126,93
38,31,39,24,430,504,332,381
20,18,19,10,0,0,0,0
0,0,0,0,95,80,105,22
168,171,145,39,325,293,356,82
127,114,91,279,19,34,18,14
1,1,3,0,109,114,105,9
57,44,56,117,29,25,25,1
19,30,31,4,0,0,0,0
187,230,207,519,0,4,2,2
210,195,263,374,109,157,85,123
